,Property Link,Date,Review Rating,Review Tagline,Comments
140,https://www.homeaway.com/vacation-rental/p1029376vb#reviews,"Jul 10, 2017",5/5,Fantastic,"Very good location, and the home is very beautiful.

"
141,https://www.homeaway.com/vacation-rental/p1041991vb#reviews,"Jul 27, 2018",5/5,"If you are traveling to Austin, STAY HERE","I had the best time at Tres Aguas!

To start, the house was everything it was made out to be. Our whole group of 14 slept comfortably and had no trouble with sharing one bathroom. The place was also in great shape upon our arrival, very well cleaned. Then you step outside and immediately fall in love with view of Lake Travis. There is an awesome beach set-up with a fire place, and it's probably the best spot in all of Austin to watch the sunset. On top of the breathtaking view, the place also had a ton of fun things to do: kayaks, a ping pong table, a foosball table, cornhole boards, and much more!

The owner, Jeff, is also great. He's a very laid back guy, and encourages guests to have the most fun they possibly can during their stay at Tres Aguas. If we had any questions or needed anything, Jeff was very willing to help.

All in all, there is no doubt I will be staying at Tres Aguas again.

"
142,https://www.homeaway.com/vacation-rental/p1041991vb#reviews,"Jul 23, 2018",5/5,Incredible Party Spot,"Perfect spot for a bachelor party. We were able to have a great time and not worry about being too close to the neighbors because the property is so secluded.

Firepit and Kayaks were a bonus!

"
143,https://www.homeaway.com/vacation-rental/p1041991vb#reviews,"Mar 19, 2018",5/5,Fantastic weekend getaway,"This place was fantastic. I cannot recommend it enough. Besides the breathtaking view of Lake Travis and top notch amenities the owner was accommodating and made sure we had everything we needed for a memorable weekend. Most of our time was spent around the fire pit on the private beach landing right on the water. We enjoyed the kayaks and the hot tub on the back deck. The location is fantastic as well close to breweries and great restaurants. It’s also a short drive to Austin proper.

I am already planning another trip. Do yourself a favor and use this property as your next lake getaway.

"
144,https://www.homeaway.com/vacation-rental/p1041991vb#reviews,"Mar 19, 2018",5/5,It’s as if time stops when you walk on site,"The moment you pull down the drive you’re taken to a place of beauty. Private beach, enormous lawn, and tons of room to sleep, this place has what you need to enjoy a great weekend whatever the occasion. The owner is very accommodating and quick to respond to any questions. Hands down 5 stars.

"
145,https://www.homeaway.com/vacation-rental/p1041991vb#reviews,"Mar 18, 2018",5/5,Incredible Property - One of a kind,"I cannot say enough good things about my stay at Tres Aguas. The house is clean, quiet and the beach provided a great place to just relax and reflect. The bathroom is private and very comfortable. It is near the Oasis, area parks and the drive to the property is very scenic. The location is very quick to the airport because the routing circumvents the heavily trafficked routes. The hosts are very accommodating and this stay exceeded my expectations so much i have booked my next visit here.Highly recommended.

"
146,https://www.homeaway.com/vacation-rental/p1041991vb#reviews,"Mar 15, 2018",4/5,Beautiful lake views and outdoor fun,"I would give 5 stars for the exterior, lake view. Being outdoors during spring break was fabulous. We did some kayaking, hammock lazing, fire pit chilling, hot tubbing and outdoor grilling. People loved coming over to spend a few hours with us in the evenings; come here for the views and the privacy.

The house I would give 3 star. There really is only 2 bedrooms rather than the advertised 3 (the 3rd bedroom is a den we were unable to curtain off).

There is a good Randells grocery store about 0.5 miles away, so we could easily remedy what we were missing and the owners were happy to bring things to us if needed.

So very close to a 5 star except for those few items around the house. We would come back again.

Suggestions for an improved guest experience would be to ensure there are enough adult life jackets for the kayaks on-prem, include information about how to reset the breakers for the hot water in the information packet, how to turn off the outside lights, provide a recycling container for the inside (or close to the house), provide tools for the fire pit along with some fire starters and/or kindling (or mention to guests to bring their own).

"
147,https://www.homeaway.com/vacation-rental/p1041991vb#reviews,"Jan 11, 2018",5/5,Amazing stay!,"I would recommend this place to anyone. Very accommodating owner and beautiful view of lake Travis. Will definitely book again!

"
148,https://www.homeaway.com/vacation-rental/p1041991vb#reviews,"Jun 20, 2017",5/5,Killer views and a perfect lake vacation,"The beach and waterfront are absolutely incredible. This is a great spot for a family weekend to do some grilling, boating or just hanging out.

"
149,https://www.homeaway.com/vacation-rental/p1042573vb#reviews,"Mar 13, 2018",5/5,"Perfect house, quiet convenient neighborhood, excellent host!","This is a very clean, well-appointed, newish-construction home with a fabulous deck that is perfect for a BBQ or other entertaining. It's far enough outside of downtown to be nice and quiet and away from SXSW madness (we were here for SXSW), but close enough that a Lyft will have you wherever you need to be in 10-15 minutes. The host was incredibly accommodating and we had everything we needed for a perfect week in Austin. Thank you!

"
150,https://www.homeaway.com/vacation-rental/p1042573vb#reviews,"Oct 23, 2017",4/5,Great location and clean,"Everywhere we wanted to go was under a 10min ride. Close to 6th st and the university. House is nice and clean and the master bathroom is amazing. Amy was very easy to get in contact with if needed and was great for advice around Austin!

"
151,https://www.homeaway.com/vacation-rental/p1042573vb#reviews,"Jul 26, 2017",5/5,Conveniently Located to hip East Austin & Rail,"Our stay at the MiriamHoustATX was superb! The house is perfectly appointed for a large group, to include fully stocked kitchen and fridge (even local beer), nice patio w/ grill, lots of bathrooms, plus it is steps from the Rail line and just minutes from the hip East Austin/Manor Road eateries and bars. Downtown is a four minute drive and the lakes, Greenbelt, hiking/swimming are nearby. Our trip to Austin to for a quick summer vacation to visit friends was terrific b/c we could fit everyone under one roof and skip downtown in a gif. We will rent again on our next trip from Beaver Creek, CO.

"
152,https://www.homeaway.com/vacation-rental/p1042573vb#reviews,"May 31, 2017",5/5,Family Vacation,"Transitioning neighborhood; convenient to downtown, UT, good restaurants, airport and a small water park/playground. As pictured with room for 8. Clean, comfortable beds, well supplied kitchen. Would rent again.

"
153,https://www.homeaway.com/vacation-rental/p1042573vb#reviews,"May 3, 2017",4/5,Worked well for us,"The beds were comfortable, nice kitchen, close in, clean. We had seven adults and had plenty of space. Only negative was the futon is not really suitable for an adult.

"
154,https://www.homeaway.com/vacation-rental/p1044396vb#reviews,"May 31, 2018",5/5,Perfect House,"Blue Eyes was the perfect house for our party of 8 for a UT graduation. It is spacious and well stocked. The kitchen and living area are large and the bedrooms are comfortable. Joni even left champagne and a balloon for the graduate.

"
155,https://www.homeaway.com/vacation-rental/p1044396vb#reviews,"Jan 11, 2018",3/5,Super close suburb!,"My family of 6 (all adult sized persons) used this property between 2017 and 2018. Very spacious, shared spaces had all the comforts of home as well as condiments in the fridge!, and the proximity to downtown (10 minutes) as well as a variety of stores and restaurants was convenient. The master suite was most impressive. All rooms had keys to their doors (like a B&B), min fridges, coffee makers, and TV's. The weather for our visit was cold and the heat in the house stayed to the upstairs. Space heaters were everywhere though. The king bed in the non master suite was quite uncomfortable and needs replacing but the other rooms were fine. Joni was available, hospitable, and a pleasure to work with.

"
156,https://www.homeaway.com/vacation-rental/p1044396vb#reviews,"Oct 20, 2017",5/5,The house was perfect for the 9 of us adults for ACL weekend!!,"Perfect hospitality~the owner kept in touch to meet any needs, but there weren't any. Large enough kitchen to cook breakfast for 9 daily before heading to ACL each day. Great back patio set up for grilling steaks at night. Some of us are musicians and felt at home in the music themed atmosphere. Perfect experience!!

"
157,https://www.homeaway.com/vacation-rental/p1044396vb#reviews,"Oct 12, 2017",5/5,Four couples rented for ACL and it was perfect.,"Clean, spacious, considerate host.

"
158,https://www.homeaway.com/vacation-rental/p1044396vb#reviews,"Sep 25, 2017",5/5,Great communication! Joni was very helpful and easy to work with.,"Beautiful house! Loads of space.

"
159,https://www.homeaway.com/vacation-rental/p1044396vb#reviews,"Jul 4, 2017",5/5,Awesome property!,"I stayed here with a group of 5 others for a 4 day weekend getaway. The owner is very responsive, friendly, and accommodating. There were absolutely no communication issues, and all of her expectations were reasonable and clear. The house itself was very spacious, comfortable, and clean. The beds specifically had some of the most comfy mattresses I've ever slept on. The owner went out of her way to provide complimentary holiday-themed decorations and dinnerware, also.

Overall, it was a very satisfying stay. I will definitely look for this property again the next time I need a place in Austin.

"
160,https://www.homeaway.com/vacation-rental/p1044396vb#reviews,"Apr 30, 2017",5/5,Super great,"Love it

"
161,https://www.homeaway.com/vacation-rental/p1044396vb#reviews,"Apr 26, 2017",5/5,Great place to stay.,"Nice place, very spacious, quiet neighborhood, 15 mins to downtown. Plenty of parking available, owner is very responsive, extra blankets and towels were provided, backyard is huge, music lights in the hall is nice to have, kitchen is fully quipped, check-in and check-out timings were flexible. I would stay at this place if I need a house in Austin again.

"
162,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Oct 3, 2018",5/5,Great location near Zilker Park,"Rating Details:

The property manager was more than helpful.

The vacation rental was spotless.

I was more than happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

This is a very nice 2br, 2 1/2 bath condo. It was very clean and up to date. No cable TV; I didn&#x2019;t go to Austin to watch TV, but there are 2 very large TVs with no cable.

"
163,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Sep 18, 2018",4/5,"Great place for a quiet, comfortable stay","The house - very comfortable with lots of natural light and a great patio + upstairs deck. The master bedroom is very spacious and comfortable with big windows that make a lot of difference. The TV has a Roku setup with most streaming options already set up. The patio and upper deck were both great spaces which I couldn't enjoy much due to the rain.

Located on a quiet street but still close enough to the downtown area and lots of restaurants.

There were a couple of minor issues - the bed in the 2nd bedroom is just enough for one person and can not fit two. I feel like the description should mention that. Also, the blinds in the 2nd bedroom let in a LOT of light and it would be nice if they could be changed.

Regarding Turnkey - this is the third time I'm booking a Turnkey property and the second time the door code has stopped working in the middle of my stay. Of course their helpline staff is available to generate a new door code, but its still annoying to have to go through the process - especially when it's raining outside!

"
164,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Aug 22, 2018",5/5,Great place,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was more than happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

The townhouse was clean and offered all the amenities we needed. Great place and will visit again.

"
165,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Aug 21, 2018",5/5,Two Week Visit,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was more than happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

We came to spend a couple of weeks with our two sons that live in Austin. This was a great location and a very comfortable home.

"
166,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Aug 21, 2018",5/5,"Clean, quiet, stylish, private and very comfortable.","Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

Great location: quiet, walking distance to river and restaurants. Easy drive to downtown. The upstairs deck with table and four chairs is perfect for drinks and dinner. The kitchen modern and well equipped, the king bed heavenly and the master bedroom dark and quiet. The second bedroom needs a queen bed, better storage, but perfect for one person. The downstairs patio cool and comfortable for coffee in the morning as is the giant kitchen island. Turnkey management was quick to fix a few small things even on the weekend. We will definitely be back and stay longer next time.

"
167,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Jun 7, 2018",5/5,Wonderful condo in convenient location,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

The general amenities were a little limited. Kitchen cooking utensils were pretty light and there wasn’t any salt and pepper, a colander, or new sponges. We had to use an old sponge which was a little yucky. The big plates also didn’t fit in the dishwasher. We wished there was a queen size bed in the spare bedroom as a double is pretty small for adults or older kids. These were all very small things we thought could be improved but the place was clean, very nice and in a great location. It’s an adorable condo near everything and we absolutely loved being so close to Zilker Park for morning runs.

"
168,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"May 1, 2018",3/5,Clean. Good location.,"Rating Details:

The property manager was more than helpful.

The vacation rental was spotless.

I was very happy with the location.

I was satisfied with the condition of the vacation rental.

Overall, I do not recommend this vacation rental.

Reviewer Comments:

Clean. Well decorated. Downstairs toilet with only one of 2 flushers working, still functional. Softest sheets ever. Disproportionate beds-one large king and one small full, making it awkward for two of us. Nice second floor deck. No kitchen towels.

"
169,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Feb 27, 2018",5/5,Corporate Stay - Comfort & Elegant,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

I was in town on business and it was my first time being in a vacation rental instead of a hotel. I had an amazing experience. The home was in a beautiful neighborhood near a park and a very cool sculpture museum. The decor was exactly as it appeared on-line and was super clean. It was nice being able to have a study group over to prepare for a big work event and dine in. The only thing I could have wanted more was someone to share this beautiful property with. I found myself on the deck or the back porch often. I would absolutely rent this again for another business trip or a great week visit or weekend in Austin.

"
170,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Feb 25, 2018",5/5,Beautiful Townhouse,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

Beautiful townhouse centrally located. Nice, safe neighborhood. Nicely decorated, offered access to Netflix, etc. through Roku which was nice for nights we didn't go out. The only thing I would change would be the blinds in the second bedroom - they are very sheer and not great for privacy or morning sleeping.

"
171,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Jan 4, 2018",3/5,Austin property,"Rating Details:

The property manager was very helpful.

The vacation rental was very clean.

I was very happy with the location.

I was satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

The property is very nice and well equipped. Beds are comfortable and there were basic kitchen/bathroom essentials available. It's a good location in Austin. There is a lot of technology in this home (TV, blinds, HVAC, lights, etc.) but minimal instructions on how to use them. It would be nice to have a cheat sheet upon arrival. During our stay, the heater was not working and it was an unusually cold spell in Austin. The property management was very prompt, but unfortunately due to the holiday weekend, the heater could not be repaired during our stay. They tried to accommodate and offered a discount on our stay.

"
172,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Oct 15, 2017",5/5,Everything Was Great,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

The home was very well-appointed, spotless, conveniently located and quiet.

"
173,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Jul 30, 2017",5/5,Excellent place to stay,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

we stayed in the townhouse with 2 young children for 10 days. the location is very convenient, close to bilker park which is perfect for kids. close to restaurants in S. Lamar and Barton Springs road. the house has a fully equipped kitchen so we could cook every day. We'd happily stay there again.

"
174,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Jul 3, 2017",4/5,Great location,"This property was a great location for our visit in the Austin area. Most of the touristy things to do in the area were all 15 minutes or less driving time. The neighborhood was safe and friendly, and quiet most of the time (Construction next door was loud at times ). Nice deck on top for drinks at night. The staff at Turn Key was very helpful and polite. Master bed was very comfortable.

Why I didn't give a 5 star rating:

- Only futon in 2nd bedroom instead of regular mattress. Queen bed would be a good investment.

-While they brought some promptly after I called, there initially were no mixing bowls and only 3 clothes hangers in the unit.

- There is a nice patio area in the back but no landscaping, just scrubby grass and dirt to look at.

- They advertised an outdoor grill that was available on the Home Away listing when we booked as well as when we arrived. After we called, they said there was not one available. We booked this listing hoping there would be one to use. However, they did credit our account for the error.

-Kitchen was missing some essentials like salt and pepper, oil, dish cloth/ sponge for wiping down counters.

Overall we had a wonderful time in the Austin area and this was a nice property to stay in!

"
175,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Jun 24, 2017",5/5,Austin Gem within walking distance from Zilker Park,"Rating Details:

The property manager was very helpful.

The vacation rental was clean.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

This 2 BR townhouse is in a fantastic location. Close to Zilker park and all the restaurants in that area. The property management team was great in keeping in touch with me about every detail. Very quiet neighborhood/area.

"
176,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Jun 6, 2017",5/5,Wonderful place!,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

Everything was clean and perfectly equipped. Very comfortable beds too.

"
177,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,"Apr 28, 2017",4/5,Perfect condo for 2 couples weekend trip,"The condo was clean, decorated nicely, very nice layout. It was perfect for the weekend trip and we probably would stay there again. It was right up the hill from some great restaurants and a food truck park! Also walking distance to Barton Springs and a quick drive to anything else. I love the neighborhood!

The back and from porches were great for relaxing, taking in the view and enjoying company. The drive into the city was easy, minus traffic. we drove a couple times, other times we used Ride Austin, which we only waited about 5 min for a pickup each time, so that's a plus.

The master bedroom was spacious, same with bathroom and closet. It's great that the second bedroom has their own full bathroom as well, though not as big.

I could definitely cook in that kitchen! Great space and had all the appliances and equipment basics. It was however missing all essentials like salt, pepper, olive oil, which sometimes places like these leave around. So bring your own if you plan on cooking and don't want to stock someone else's place.

It did have a fenced in back yard, which would be nice for kids or small dogs that need to stretch outside.

My only complaint ... the second bedroom has a futon for a bed, not an actual bed. The futon is not big enough for 2 adults (barely one tall adult) and was not comfortable. I suggest investing in a real Queen sized bed.

"
178,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Aug 29, 2018",4/5,The house and Heather were both AMAZING!!!,"Couldn’t have asked for a better spot for our bachelorette weekend in Austin! The pictures did not disappoint and Heather was just the best!

"
179,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Jun 17, 2018",5/5,Unbelievable House,"Picturesque house with beautiful interior. The views and house are better than the pictures make it out to be. I highly recommend this house for any type of vacation.

"
180,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"May 13, 2018",5/5,Amazing house and perfect views- couldn't image a better place to stay!,"This house is amazing. Great location, easy to get downtown, incredible views, and loads of common space to eat, cook, and hang out. Heather was great-very easy to communicate with and super friendly. Look no further than here to enjoy your stay in Austin!

"
181,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Apr 23, 2018",5/5,Excellent house and great location,"Very nice house with a rustic setting in the hill country. Would definitely enjoy staying again in this relaxing area. Owner was a pleasure to work with as well.

"
182,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Apr 16, 2018",5/5,"Amazing House, Everything you need","Heather was very user friendly and welcoming. House had an incredible view and ample space and amenities for our large group. The property was a wonderful retreat and only a 15-20 min drive to downtown. We are very happy we found this place!

"
183,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Oct 22, 2017",5/5,Very unique and clean home with a lot of charm!!,"We loved this house! It was very spacious and clean! Let’s boast about how awesome Heather, the owner, is too! She made sure we were comfortable and even offered her food that was remaining from her. We rented the apartment too that was on the property- super cool and decorated beautifully just like the rest of the house - we felt like celebrities! The view was incredible! The ONLY complaint was that the pool wasn’t heated, but honestly that’s understanding and I would never rate bad because of it unless she said it was heated (and she didn’t :)). I just wanted to write it in for others to know when they rent... that’s all! Thank you SO much, Heather, for being sooo hospitable and sharing your beautiful home with others! It was a treat!

"
184,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Oct 1, 2017",5/5,"Beautiful property, easy communication.","We had a great time. The house had everything we needed. It was very secluded, yet still close to downtown and restaurants. Beautiful view, stunning house. I highly recommend it.

"
185,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Sep 22, 2017",5/5,A beautiful property with amazing views!,"A beautiful property with amazing views! The owner was great and answered any and all questions we had. Overall we had the best time and would highly recommend this property.

"
186,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Sep 4, 2017",5/5,"Outstanding! Spectacular property! Heather was gracious, responsive and maintains a beautiful home!","Our time at Soutbend was an amazing opportunity to get away from it all. Private and well-maintained the property has spectacular views and gorgeous sunrises and sunsets. The home is bathed in light and tastefully appointed. The structural design elements from the gourmet kitchen to the master bathroom are luxurious. The attention to detail reflects that much love went into the property. It is such a peaceful respite. The house sings with joy from the artwork, books, and all the little touches throughout. Thank you Heather for sharing your very special home. Gina

"
187,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Aug 24, 2017",5/5,I never wanted to leave :),"I recently stayed here with 11 other girls and we had an incredible time. The house is gorgeous, the decor is amazing, and Heather was a dream to work with. I recommend this to anyone looking for a relaxing oasis while still being in a great location to enjoy both the lake and downtown. It's the ideal entertainment house from the grill, to the pool, to the gorgeous kitchen. Thank you Heather, we will be back!

"
188,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Aug 22, 2017",5/5,Amazing Property and Owner - Highly Recommend,"A group of us (10) stayed at this property and we were extremely impressed and happy with our stay. The pictures honestly do not do it justice...the property is gorgeous. From the pool, kitchen, bedrooms with amazing views of Lake Austin to the beautiful front yard (with deer and wildlife sightings), the property is perfect in every which way. The owner, Heather, was also very responsive and kind and responded with any inquiries that we had.

If I/we ever make it back to Austin, I would certainly stay here if this property was available.

Highly recommend this property! Thank you Heather!

"
189,https://www.homeaway.com/vacation-rental/p1063042vb#reviews,"Jun 25, 2017",5/5,This place is awesome! VIEWS VIEWS VIEWS!,"This property was perfect and awesome, great for entertaining! Since the house was so accommodating we ended up not going out as much as originally planned and ended up hanging at the house more. These are some of the best views in the Austin/Hill Country area. The house is very secluded and private. Heather, the owner of the home was great! Very nice welcoming lady. I highly recommend this place and hopefully will stay here again in the future!

"
190,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Sep 17, 2018",4/5,Comfy and cozy home,"My four siblings and I rented this home for my 60th birthday. The home is very nicely marked so you don’t have to search for items in the kitchen or where a light switch might be. All the bedrooms are extremely comfortable. I would highly recommend this home to anyone looking for a quiet place to stay but still very close to Austin.

As a side note to the owners. There were a few items that we wanted to let you know about. We would recommend you stock more towels so your guests do not have to wash multiple loads. There were only 5 towels and 1 wash cloth. The ice maker didn’t work and there were only 3 rolls of toilet paper.

"
191,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Aug 19, 2018",5/5,Fun vacation home,"We had a great weekend. The house has a good layout for a relaxing vacation get away. Nice devided hot tub/cold tub, the sunroom was so enjoyable. The kitchen is convenient, clean and well equipped to cook and entertain.

Located on a quiet dead end street. No direct lake access due to extremely low water levels. We headed to a marina for paddle board rental and pontoon rental, super fun. The pictures represent the house very well. The property is well maintained. Stores were convenient. Easy drive from Austin (20 minutes).

I would rent again.

"
192,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Jul 29, 2018",5/5,Wonderful stay!,"Wonderful home and owners! I rented this property for my family to stay during my wedding weekend and it was perfect! The owners were very accomodating and my family enjoyed their stay! Thank you so much!

"
193,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Jul 20, 2018",5/5,Wonderful and very relaxing. Would stay again in a heartbeat!!,"This home was amazing and immaculate. Every aspect of our stay was covered. Loved, loved loved it!!!!

"
194,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Jul 8, 2018",5/5,Amazing Home,"My girls and I rented this house for a girls weekend and it was beyond amazing! The house was extremely clean, the beds were super comfortable and the sunroom was breath taking! Tom was quick to answer any questions we had! This home is amazing and we will definitely rent it again when we go back!

"
195,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"May 4, 2018",4/5,Beautiful views and plenty of space,"Nice place for a family get together. Close to the lake and 30 minutes away from downtown Austin. The sunroom is very nice, but the patio furniture should be in better shape for a house in this price category. Enjoyed our stay.

"
196,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Mar 15, 2018",4/5,"Nice house, quiet neighborhood, but close to the lake.","We had a nice stay with plenty of space. The sun room and back patio were the best features of the house for us.

The master bedroom having the two queen beds was a little disappointing, but I understand why it has to be that way; it's the only bedroom that could accommodate two queen beds. But it meant two of the kids got to use the nice shower, and we we shared the common bathroom.

"
197,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Oct 22, 2017",5/5,Awesome,"Loved the property, we cleaned up, threw the trash, loaded dishes in the dish washer and put all towels in the washer... thanks again

"
198,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Sep 6, 2017",5/5,Wonderful Place to Take a Weekend Getaway,"Our family enjoyed a wonderful trip during Labor Day Weekend. The House has a very nice view of the lake and we thoroughly enjoyed using the sunroom to relax and kick-back and take it all in. Overall, the property is well-maintained and very clean. The street is fairly secluded and definitely quiet. In addition, the house is very close to the Oasis Cantina.....only about a 7 to 10 minute drive. In case you do not have your own boat, the house is located to several boat rental companies which makes it very easy if you wish to rent one for the day.

We look forward to coming back soon!

"
199,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Aug 13, 2017",5/5,It was fantastic !,"It was just what we were looking for. Spacious, clean, comfortable.... we were able to dock our boat and walk up to the house!!! We will be back!!!!!

"
200,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Jul 31, 2017",5/5,Fabulous location and property,"Pictures really do not do this place justice. House was immaculate and right on the water. We launched our boat two miles away and we're still able to pull up near the house to grab snacks and stuff.

"
201,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Jul 24, 2017",5/5,Great place. Will definitely come back.,"Amazing view. Access to everything you need within 5 minutes. We were even able to pull our boat up in the water and walk up to the back of house.

"
202,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Jul 10, 2017",5/5,Hidden Gem!,"Pics you see on vrbo does not do justice for this place. The home is alot bigger than we were expecting. The sunroom is magnificent and alot bigger than what you see in the photos. The location is perfect with easy access to Randall's, restaurants, and coffee shops etc. If you plan on renting boats, the house is very close to different Marinas.

The master with 2 queen beds was perfect for parents like us with young toddler. The mattresses were all high quality and firm, unlike most rentals we've been in. The host Tom was super helpful and responsive. This place is clearly the best bang for bucks on the lake.

"
203,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Jul 8, 2017",5/5,Amazing Vacation Home!,"This is an amazing home with fantastic views! It's a very spacious home with very thought out and comfortable bedding. The owners are so gracious and were very helpful with anything we needed. The kitchen was very well stocked with everything you would need to cook. We have a large family and cooked everyday and had everything we needed. The location was easily accessible to grocery stores, shopping and a nearby boat launch! Treat yourself and your family to this home and you won't be disappointed! We are already talking about planning our next trip and hope to stay here again! Thank you so much Tom and Cari for the wonderful memories that were made at your lovely home!

"
204,https://www.homeaway.com/vacation-rental/p1080040vb#reviews,"Aug 26, 2018",5/5,A+,"Beautiful place and views. Awesome location and amenities. Great owners and easy to work with.

"
205,https://www.homeaway.com/vacation-rental/p1080040vb#reviews,"Aug 6, 2018",5/5,Fantastic lake house that was like a private resort!!,"We absolutely loved Shawn’s home for our family vacation. As soon as we opened the front door, we could see the lake and knew vacation had begun! The view of the lake is stunning, and the house is really centered around that. Whether you're cooking, playing pool, watching tv, or hanging by the pool, you can see the lake and fully enjoy the beauty of Lake Travis.

Shawn’s co host, Scott, checked us in, showed us around the house and answered all of our questions-- we felt immediately at home. We hired Scott to take us out on the boat and had a blast. He was a great guide and even helped us learn to water ski. It was really nice to leave the driving to an expert.

The house is beautifully decorated and very comfortable. We cooked one night and had everything we needed in the kitchen.

The pool is amazing, and we really enjoyed the built in sound system (Sonos). You can connect through your phone and control the music in different rooms (including the outside patio/pool area).

The location was also very convenient and easy to get to, and it was close to some of the best restaurants. Also, the house is close enough to the Oasis that you can drive over around 6 and put your name on the list, and come back and hang out before your table is called.

We definitely plan on staying here again and highly recommend this to other families and groups looking to stay on Lake Travis.

"
206,https://www.homeaway.com/vacation-rental/p1080040vb#reviews,"Jun 15, 2018",5/5,All you could ask for in a lake retreat,"Thanks to the Bradley’s and Scott for a fantastic week on Lake Travis. Chose to spend the week here while our daughter was at UT camp. The house offers just about everything you could ask for (pool, hot tub, lake, boat, jet ski, SUPs,

fishing gear, grill, games and more). The property is well kept and easy to get to. Several local restaurants to try are Rudy’s, Santa Cantarina, and 827 Rays. If we are ever back in the Austin area this is where would would want to stay.

"
