,Property Link,Date,Review Rating,Review Tagline,Comments
348,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Apr 19, 2016",4/5,"Comfortable, spacious and convenient","Perfectly located, clean and spacious. Whenever we had a question the host was very quick to respond.

"
349,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Mar 17, 2016",5/5,Nice and comfortable location!,"Owner very accommodating. Space very nice - you are on the third floor of a condo complex - you are in walking distance to everything. Highly recommend.

"
350,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Mar 9, 2016",5/5,Perfect Location for enjoying downtown Austin,"What a great rental! I recently rented this condo for a girl's weekend. There were six of us and the space was perfect. The condo was very clean and had plenty of amenities such as a washer/dryer, iron, and hair dryer, which of course are useful when you're traveling! Also stocked with toilet paper and soaps.

The location is the best part! It's just blocks away from all the great bars and restaurants, and if you're going a little further away, the bus picks up right down the street. I took the bus from the airport and it was a breeze. There is a hotel right across the street with plenty of cabs lined up if you want to go that route. I would recommend this location to anyone planning a fun and carefree trip to downtown Austin!

"
351,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Dec 9, 2015",4/5,"Great condo, centrally located, a little loud","This is a great condo and perfect for a long weekend. It is centrally located in downtown Austin, close to 6th street and sight seeing galore. The walls are very thin, though--both inside the condo and outside. So, you can hear everything your flat mates are doing AND everything going on outside the condo. If you're looking to spend a night out on the town, that's not much of a problem. But don't expect an incredible night's sleep.

Nice place, though, and would definitely stay again.

"
352,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Sep 22, 2015",5/5,Great Place to Stay in Downtown Austin,"Our group of six adults stayed here while we were in town for a Texas football game and it worked out really well. The location is perfect - a very short walk to all the restaurants & bars on 6th Street but far enough away to avoid the crowds and noise. About a 20 minute walk to the UT campus. The condo is very clean, well stocked & looks just like the pictures. Parking on site was very handy and the property manager was great. We would definitely recommend this place.

"
353,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Sep 2, 2015",5/5,Perfect Girls Weekend,"The place was exactly as pictured and the location was awesome! We were there for a bachlorette party and we couldn't have asked for a better location or place.

"
354,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Jul 13, 2015",5/5,Getaway with friends,"Look just like it did in the pictures. Very clean well taken care of. The up stairs was my favorite. My teen girls slept of there and loved it. Noise was not a problem. Parking was a problem. We're told we had two parking spots. On the day of arrival the two spots assigned were taken. After about 30 min one became available. I called the property manager and she said to go park in a parking garage. That's like $20. So I told her we didnt want to do that. We choose to park in an empty parking spot and put a note on the window with our phone number of we needed to move it. The manager never called back with a solution. We were thankful we were never called to move it or got towed. One other down side is to get the cars in and out of the gated parking you have to have a remote key. So when you first arrive you have to wait for some one to leave to get in. Also there is only one remote.

"
355,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Feb 18, 2015",5/5,Amazing choice for girls getaway!,"We had a group of 7 girls and the condo was perfect. The location was great -- you could walk to restaurants, bars (Rainey St. 6th St), the convention center, shopping (South Congress) and plenty of entertainment. For the things not within walking distance, everything was a short Uber/Lyft away. The beds were comfortable and the apartment was spacious for our group. One huge benefit of the apartment was that since it is a keypad for entry- it's very convenient for groups who are travelling together but may be coming in and out at different times.

A few other notes- there is a Starbucks directly across the street which was a frequent stop for our group, the neighbors were all super friendly (and the majority that we encountered were young adults) , and the management was very responsive when we contacted them while we were there.

I would definitely recommend this rental to a family or group travelling to Austin and would stay there again if I returned!

"
356,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Nov 29, 2013",3/5,Great Location,"You get what you pay for. This property is in a great location and certainly met our needs, but by no means is it luxurious. There is A LOT of street noise, if you are a light sleeper, like me, ear plugs are a must and the loft bedroom upstairs doesn’t have any window coverings so an eye mask is recommended. There was no bar soap in either bathroom and the liquid soap pump in one of the baths was empty. Both of the twin beds and one of the queens make a ridiculous amount of noise. It sounds minor but it’s very loud squeaking. All that said, this unit is a bargain option in an expensive location. It puts you in the heart of down town and a short walk from the food and music Austin is famous for.

"
357,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Aug 28, 2013",5/5,excellent,"Had a great time. Place was great. I would recommend this place to all my friends

"
358,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Jul 29, 2013",4/5,Cozy condo in great location,"Some friends and I met up in Austin for a reunion-type weekend. This condo was the perfect place to stay! Location is great (some of our group was staying at the Hilton, so we were all just a block or so apart). Everywhere in downtown Austin was within walking distance (Congress area, the Capital, 6th St), so it was fun to really explore the area and live like a local for the weekend. (The $1 bus from the airport even stops within a block of the condo.)

My boyfriend and I stayed in the Master Bedroom, it was comfortable and nice to have our own bathroom. The only negative was that it got kind of stuffy in our room at night (the AC didnt seem to circulate as well in our room as in the rest of the condo).

The common area was cozy for curling up with a book or enjoying breakfast before heading out for the day. We didnt exactly cook, but I did eat in one night with random things I'd picked up at Whole Foods, and the kitchen was equipped with everything I needed to make dinner convenient.

"
359,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Jun 27, 2013",5/5,Austin Condo,"fantastic condo made a great visit to Austin

"
360,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"May 7, 2013",4/5,Austin Condo near 6tht street scene,"Great location, short walk from all the action on 6th. Can't hear the main drag but still a noisy neighborhood. Ammenities are out of date and a bit short on upkeep & limited space in the living room, but not uncomfortable. Nothing in the complex except for the 2 parking spaces. Overall the perfect location for the price if all you want is a place to crash. The management company was very good.

"
361,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Apr 23, 2013",3/5,Great location...,"This property is in an incredible, central Austin location which is perfect for a group/family unfamiliar with the city. The condo is beautifully appointed and has all the amenities one needs. We'd give this rental a ""good"" or even an ""excellent"" rating but for a few issues. The building was noisy, and the other guests or residents were rowdy. There was a lot of late-night noise/talking/gathering. That, coupled with noisy beds, made getting a good night's rest near impossible. We took 2 of the beds off of their frames and put them directly on the floor to reduce whatever noise was made with every movement in the bed. Also, the rental comes with two parking spaces, but every evening one of the available spots was taken - and of course it was the spot closest to our entrance. We hesitate to leave a ""negative"" review, because really, the condo is GREAT and the staff with whom we worked to rent the place was great! If the bed issues and the noise levels weren't there, we'd recommend this rental with glee. Overall, our excursion to Austin was fantastic, and much of that was attributable to this awesome location and charming condo. Thank you!

"
362,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Mar 26, 2013",4/5,Austin in February,"Cute, cozy condo. Everything is adequate. Much better than staying in a hotel. Major problem though with key fobs. There were six women staying in the condo and there are two key fobs. One fob opens the parking area and the other opens the main outside door and the condo door. While we tried to utilize leaving the fob in the lock box - it is very complicated. When one person returns to the condo alone, retrieves the key fob, lets themself into the condo - there is no way to put the fob back while you are still inside the condo. The outer door does not remain open long enough to allow you to put the fob back in the lock box. Then when the next person comes there is no fob in the lock box. They have to call around to find out who is in the condo and ask them to come down and let them in. Very frustrating. The condo is on the third floor so its a lot of up and down to let one another in and out. This system might work well for a couple staying in the unit but not for several people going in a variety of directions during the day and evening. Other than this we had a nice stay. The outside can be noisy at night with cars, sirens, etc., but a cheap pair of ear plugs solves that problem.

"
363,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Feb 10, 2013",5/5,Perfect for access to Convention Center!,"This was a wonderful place for myself and 5 other teachers to attend a conference at the convention center. Less than half a block away from the Convention Center, and with 3 bedrooms and two baths, we had plenty of room for all of us. The added bonus of an area for all of us to gather and talk about what we had done at the convention. The cost savings compared to several hotel rooms was wonderful, especially with two parking spaces included in a gated area. Within walking distance were many restaurants and other things to do. I highly recommend Cafe Crepe, Downtown Burger and Ropollo's Pizza! Would definitely stay again next year for the same conference!

"
364,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Jan 16, 2013",4/5,Great location!,"The property was definitely clean and well-maintained! We were impressed! It had a nice, big refrigerator and a microwave - bowls, glasses, silverware..... Basically everything you would need. A couple things to keep in mind. The water heater is small - and after about a shower and a half, the water got cold. We had to stagger our showers - with 6 girls, this was kind of an inconvenience. Also, for some reason, there was construction going on at 6:45AM on Saturday morning! Bring ear plugs, just in case. Definitely within walking distance of LOTS of great bars, restaurants, and shops - although having the 2 parking spaces in a private lot that could only be accessed with a key fob was really nice.

"
365,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Oct 18, 2012",5/5,Great Rental!,"This was a great rental unit: nice, clean, many amenities. Awesome location. Would definitely recommend this place and would stay again if in the area.

"
366,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Jun 20, 2012",5/5,Very clean and comfortable! Great downtown location.,"The condo was very clean, up to date, and comfortable. The location was great for downtown and we appreciated the parking and security. We did time this during the Republic of Texas motorcyle event and with the 65+ bikes across the street, it was loud. It would have been at home as well! I appreciated the owners quick response when we had a bit of difficulty with the lockbox; she was wonderful! Lots of towels available, comfortable beds, and very clean - would recommend!

"
367,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Jun 10, 2012",4/5,Perfect Location ! definitely recommend,"We enjoyed this DOWNTOWN CONDO - 2 bedroom(plus loft). It was perfectly located for attending a conference that was literally across the street at the Convention Center. Once the conference ended, we found its great location continued to serve us well as we were able to easily walk or bus to the sights: The Capitol, Botanical Gardens, Bats of Congress Bridge, shops & cafes of SoCo, Barton Springs, the Metro Rail, Threadgills, Chuy's & Shady Grove, and all the shops and restaurants of 6th Street. Downtown offered great breakfast at Joe's and wrapping up the days with live music at the Elephant Room - all walking distance. We enjoyed the gated security, finding it easy to come & go from the unit. The unit itself was clean and adequately equipped, and the rental management staff was VERY accommodating! Also, we were able to take the $1 Airport Metro just about to the front door, we did not rent a car, and had no problem seeing and doing everything we desired. Staying in this condo allowed us to forego the rental car and made our Austin trip comfortable & perfectly enjoyable. We would stay here again AND again without a car. Thanks!

"
368,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"May 11, 2012",5/5,amazing,"the place was great! lots of space and great location. Very nicely decorated and very clean. HIGHLY recommended!!

"
369,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"May 7, 2012",5/5,Perfect for our first time in Austin!,"This 3 BR condo was perfect for our 5 person group. There was plenty of space for us all, and it was great to have 2 full bathrooms! This location is a short walk to all the bars/restaurants/food trucks and a quick cab ride to South Congress and Barton Springs (which is a must!). The apartment itself was very clean, with plenty of towels, a washer and dryer, and everything you need for a weekend in Austin. I would definitely stay here again!

"
370,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Apr 3, 2012",4/5,memory lane...,"I returned to visit Austin after graduating from UT over 15 years ago. The condo was nice and centrally located for our plans. We all felt very safe in the complex. The only negatives were the hot water tank was a little small and we wished there were more pillows for the beds. The street noise was loud throughout the night, although it was what should be expected when staying in a downtown area. The noise was probably no different than staying in the Marriott across the street.

"
371,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Apr 2, 2012",4/5,Great location in downtown Austin,"This condo was situated so close to everything! We got a great rate for a girls weekend and were very happy with our stay. If you're only going to be in downtown Austin no need for a car, but the 2 parking spots were great for our rental car.

We got the feeling this was not meant to be used as a rental unit...just an fyi if you aren't okay breaking the rules.

"
372,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Feb 27, 2012",5/5,Great location in downtown Austin!,"A few friends and I rented this condo when we ran the Austin Marathon. It was an easy $1 bus ride from the airport and the bus stop was literally across the street from the condo. It was within walking distance to everything we needed: restaurants, bars, coffee shops, grocery store, etc. It was also within walking distance to the start/finish of the marathon.

We felt that the condo was exactly as advertised and there were no surprises when we arrived. It was clean and ready for us.

Two minor complaints:

-The friend who stayed in the bedroom that faces the street said she had a tough time sleeping due to the noise (traffic, people walking home from bars, etc). Those of us in the other two bedrooms didn't hear that, but it's something to consider when figuring out who is sleeping where.

-On Friday night the girls next door came home late and stayed outside smoking and talking until the wee hours of the morning. We left them a note the next evening expaining that we needed our rest because we were running the marathon and they were very quiet and respectful that next night (which we greatly appreciated!)

Overall this condo is fantastic - we would recommend it and we would definitely stay here again the next time we're in Austin!

"
373,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Nov 22, 2011",5/5,Just around the corner,"Great alternative to a soulless hotel room in the sky. But more importantly EVERYTHING we wanted to do, see, buy, eat & drink was literally around the corner. There was never a need to grab a cab. We highly recommend this property & this incredible city.

"
374,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"May 22, 2011",5/5,Excellent location,"We stayed at this condo for UT graduation weekend. There were 4 adults and 2 kids. It was perfect for us. Walking distance to restaurants and bars. Would definitely stay again

"
375,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Sep 24, 2018",5/5,House with lots of history that is comfy and in a great location,"We truly enjoyed our stay at this wonderful house. We loved all the space as well as the quiet location. We attended the UT vs TCU football game and easily walked to the stadium. This house is perfectly located to walk to the UT campus, about a 10 minute walk. We were especially entertained by the resident chickens who were fairly quiet and friendly. We will keep this property in mind for future Austin visits.

"
376,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Sep 9, 2018",5/5,Awesome house with plenary of room for four and more. Great backyard and location for UT football,"Nice house built in the early 1900s but well appointed with everything you need. Kitchen has everything you need for cooking. Awesome yard to enjoy the Austin nights. Highly recommend for your UT visits.

"
377,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Jul 10, 2018",5/5,Fantastic Property,"We selected this home for the location and charm and truly enjoyed our weekend. Plenty of towels, toilet paper, blankets, pillows, lights - this is far from a bare bones rental. All the comforts of home ... plus chickens!

"
378,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"May 28, 2018",5/5,Great location in a beautiful historic home,"Lovely home in a great neighborhood near UT campus. Our family enjoyed it very much and we plan to go back.

"
379,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Apr 23, 2018",5/5,"Beautiful home, great neighborhood... very relaxing","This home was amazing, my family and friends found it charming, clean and beautiful! The decor, home and grounds were everything we hoped they would be. The proximity to what Austin has to offer was excellent and just a 10 minute drive to everything we wanted to experience. When we return to Austin we will definitely be booking this home again!! Thanks you so much!

"
380,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Apr 13, 2018",5/5,A nice and relaxing space,"This is a really old house full of character. It is quirky and interesting. The area seemed really nice..

There are 3 bathrooms 2 of which have showers although one of the bathrooms has quite a 'narrow' toilet space so we tended not to use that one.

The house is well equipped and comfortable with good aircon for the hot days and heating when cold.

The kitchen worked well for food prep and is well fitted.

We really enjoyed our stay in the house which enhanced our time in Austin. It was a great escape from the hectic time we had in the city. I would definitely stay here again if visiting Austin.

The owners communicated quickly and clearly.

There are 2 chicken houses in the garden which the owner's son came to each day. He always checked if things were OK and this was a reassurance that help was at hand if needed. The chickens by the way are now adopted into our family!!

"
381,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Mar 28, 2018",5/5,Great house in excellent location,"Enjoyed our stay in this house very much. In town for my sons wedding with other family members. Perfect location, quiet house. Really enjoyed the backyard - lots of shade, good places to hang out. Recommended!

"
382,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Mar 17, 2018",5/5,"Unique vintage home with modern touches. Plenty of room for larger groups. Great yard, seating areas","And the owner is great to work with.

"
383,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Feb 4, 2018",4/5,Beautiful property.,"The property fitted our needs especially the location. We appreciated the historical character of the home as well. Unfortunately the washing machine let us down and as I had a knee injury it was inconvenient to not have one in the house. I know they are working to get it fixed. Other than that we really enjoyed our stay and the warmth and friendliness of the owners Jay and Ann. We would definitely rent it again.

"
384,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Nov 25, 2017",5/5,Great place!,"Great!

"
385,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Nov 7, 2017",4/5,Comfort and Convenient,"This is a lovely home with lots of character!! We found it to be very comfortable and convenient. Loved our time there and will return! The chickens are an added bonus!!!

Thanks - K&D Couch

"
386,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Oct 15, 2017",5/5,Awesome time in Austin,"Awesome, homey house with great, flexible hosts. House has a lot of character and super close to downtown, great location. Jay and Ann are great and accommodating. Thanks for an awesome time!!

"
387,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Oct 10, 2017",5/5,Beautiful historic home near UT,"This home is very interesting architecturally and is decorated with antiques from the same era. There are three bedroom, 1 Q and 2 F, and a sleeping porch with a trundle bed. Three full baths are all on the first floor, so the one F bedroom upstairs has to come downstairs for facilities. We rented it for a ladies trip and thoroughly enjoyed the outdoor patios and shaded yard. Location is close walking distance to UT football stadium and a short ride to downtown. We also walked to the Star Seed Cafe twice for brunch. Groceries can easily be delivered. Read the ""instructions"" for the house before you get there. You'll especially want to know where the second thermostat is for the addition. This area has the two F bedrooms, one up and one down, and can get hot without the AC. John, the owners' son, came by daily to let out the chickens and was super helpful.

"
388,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Jun 18, 2017",5/5,Amazing home with great character! The owners are super friendly and responsive!,"The house is amazing with great character! We loved staying here. It was in a great location for whatever we wanted to do. The owners were very friendly and responsive during the booking process! We would definitely stay here again and would recommend this home if you are staying in Austin!

Thanks for everything!

"
389,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Jun 2, 2017",5/5,Awesome home!,"We stayed at this great house for my Sons graduation from The University of Texas and we could not have made a better choice. There was more than enough room Myself and my Wife plus three other Adults that stayed with us. You could feel the history in this great old home. We enjoyed setting in the backyard with the 100 year old oak trees watching the fireflies at night. This house is close to everything and sets in the middle of a very quiet neighborhood.The kitchen is upgraded and has everything you would need to cook at home. I would highly recommend this home to anyone who wants to stay in Austin and get away from the crowded and cramped Hotel experience.

"
390,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"May 19, 2017",5/5,Neat property in great location,"This property is conveniently located in a quiet neighborhood near UT. It's a charming property that's well maintained. The owners were very responsive.

"
391,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"May 8, 2017",5/5,"Charming Historical House, Great Neighborhood!","This is a great home and location for people who appreciate character in a property. In addition to the historical home which has been upgraded to well-appointed modern standards, the grounds are spacious and beautiful, giving guests a heavy dose of central Texas charm with the towering live oak trees. The location is also unbeatable. Some of the sleeping arrangements might be a little challenging with a large group, but our group of six was very comfortable on our law school reunion weekend. Happy to report that we made a good choice!

"
392,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Apr 24, 2017",5/5,"Lovely home, tranquil setting, great backyard with plenty of shade...no negatives!","We are 3 couples and couldn't have asked for a better home and experience. Highly recommend! I have VRBO'd quite a bit over the years and this place is at the top of the list. Book it!

"
393,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Apr 23, 2017",5/5,"spectacular home in great location, excellent hosts","This is my fourth time staying here in this beautiful house. It is one of the most gorgeous, well designed homes I've ever stayed in. I love the outdoors spaces and yard, which are great for enjoying the warm weather of Austin. Close to the university and lots more. Communicating with Anne and Jay is always a pleasure; they are responsive, kind, and quick. Thank you for hosting our family! We loved our stay at your home!

"
394,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Mar 19, 2017",4/5,Wonderfully restored historic home in great location close to UT and downtown,"The house is very comfortable. 3 separate bedrooms nicely spaced out. well appointed kitchen. zoned heating/cooling. ample relaxation areas where folks can spread out if reading, chatting.

"
395,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Jul 16, 2016",5/5,"Charming,Historical, and Great Location.","I can't say enough about the great location and beauty of the home. As I woke up each morning it was like stepping back in time. Super quiet and very spacious. We will be back.

"
396,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"May 19, 2016",5/5,Beautiful home in a lovely neighborhood,"A super quite spot in a great Austin neighborhood.

"
397,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Apr 14, 2016",5/5,Great venue for family get together!,"This is such a great place to stay for our busy family - mom/dad, 2 adult daughters w/their partners really enjoyed this beautiful, historic, slightly quirky home! WAY better than staying in a hotel! We were in Austin for a family wedding and our extended family was jealous of our accomodations.... We loved the way we could choose to gather together - so wonderful since we live in separate cities.

DO STAY HERE if you like historic, beautiful, excellent places to gather as a group - both inside and outside. There are so many places to gather - it was a family joke - do we want to sit in the back yard? the side yard? off the kitchen (before/after/during breakfast), the living room? or somewhere else...

I enjoyed the tub.. what a luxury to have a claw-foot tub.

The bedrooms all provide privacy - and good storage. The upstairs bedroom does have the bath downstairs - not a problem - but don't expect this to be 'laid out like a hotel room'. And one of the 3 baths does not have a shower - so we did coordinate a bit - but that was a very minor inconvenience. The 'master bath' was a bit small - but entirely adequate.

The kitchen was well laid out - w/upscale appliances and even crystal! Would be a fun place to cook a meal - we only had time for breakfasts.

This is one of the best VRBO/AirBNB places I have visited. We plan to use this again!!!!

"
398,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Oct 31, 2015",5/5,Love this place!,"I don't know where to start with our stay here. The house is so cool. Older and fixed up to the max. Perfect for UT football games. Walked to the stadium easily. Close to other places to eat and visit. And! Jay and Ann are the best. Will definitely stay here again.

"
399,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Aug 26, 2015",5/5,"Scottish Family, loved our stay in Austin","Wonderful home, full of character. Very convenient location if you have a car. Austin is a blast. Jay and Anne made us feel very welcome indeed, we'd love to come back!

"
400,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Jul 31, 2015",5/5,Great House!,"We came here for swimming states and it was the perfect house for us. It is a great location and a very nice area. The house was fully stocked and perfect! :)

"
401,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"May 31, 2015",5/5,"Wonderful, Welcoming Home!","What a joy to stay in this house. Each room was special with various seating arrangements, and we used them all. We loved the 30s feel of the house, with built in bookcases and wardrobes, enhanced by beautiful antique rugs. The owners have done a wonderful job of updating kitchens and baths without sacrificing historical detail and the arts and craft feeling throughout the house. The all equipped kitchen was convenient, (only a blender was missing, but they did have a cocktail shaker). Although it is an old house, each room has multiple windows, as well as two cozy sunrooms, letting in loads of light.

The property, unusual for Austin, had enormous lush trees and bushes with flowers surrounding the house, multiple sitting areas, and distance from surrounding properties.

We loved hearing the birds and seeing neighborhood dogs being walked nearly.

If you want a house with character and a true sense of place, this is the house for you!

"
402,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Feb 23, 2015",5/5,"Fantastic property, well-kept and beautiful home","I have stayed at the Hyde Park Guest House on two separate occasions for an annual long-weekend with friends. It is a wonderful home and very well-maintained by the owners. It has plenty of space for four adult men and could certainly accommodate several families. The outdoor area is impressive and the size of lot provides quite a bit of privacy. The neighborhood is also great. It is a little bit of a walk to nearby restaurants and retail, but with a car you are very conveniently located to a lot of the city. I would highly recommend the Harris Park Guest House to anyone visiting Austin. And, I'm looking forward to returning on our next trip.

"
403,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Nov 12, 2014",5/5,Can't Say Enough About this House,"Not only is this a fantastic example of Craftsman architecture, it is also a great place to stay. Its perfect for a few couples, a couple of families or even a group of guys (like us). 3 bedrooms & 3 baths means everyones happy and a full, functional kitchen helps a bunch too. There are several restaurants and cafes within a few blocks and downtown is a short bus ride away with two lines stopping within two blocks on either side of the house (#7 and #10 routes). UT is in easy walking distance. The neighborhood is super quiet (theres a seminary next door!) and theres a nice park down at the end of the street. Price is great year-round though F1 week gets kinda pricey (still worth it though:-). Owners are great and responsive, we've stayed twice now and never had a problem. A wonderful and comfortable place that I hope to stay in again, thanks Ann and Jay :-)

"
404,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Mar 10, 2014",5/5,"Relaxing house, great location","We stayed for a long weekend at the Harris Park house while we were in Austin to run the marathon. We were 2 adult couples and we found this house to be plenty spacious (we each had our own bathroom), but also cozy and homey. The location is quiet, but easy to get around Austin from. We enjoyed the proximity to the restaurants and businesses in the Hyde Park neighborhood as well. Jay and Ann were very accommodating and helpful. We would definitely stay there again if we return to Austin!

"
405,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Aug 13, 2013",5/5,Repeat Customers - Great experience!,"My family has stayed at this home for the last three years while attending a swim meet at UT. The house is located very close to the campus, with easy access to lots of Austin attractions. The owners were very friendly and accessible during our stays. Thanks again!

"
406,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"May 2, 2013",5/5,Harris Park Guest House,"A great house! It was exactly as represented in the photos and description. My group of old friends, who had lots of serious""catching up"" to do, loved moving our conversation areas from the living room to the dining room to the patio to the kitchen/TV room. One night we enjoyed dinner at Asti's, an excellent, nearby restaurant. We look forward to returning to this Hyde Park home in the future.

"
407,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Apr 30, 2013",5/5,Remarkable Home and Yard,"This historic home and its lovely 1/2 acre of sitting/dining areas and gardens is real find! Easy access to any part of the city, yet in a very pedestrian friendly part of town with many choices nearby for food, drink, groceries, strolling lovely residential streets, or being on campus. The pictures do not do justice to its size or beauty. Jay is easy to work with and he and Ann clearly take pride in preserving and decorating their home and then offering it at such a reasonable price. The house was spotless and kitchen was perfectly equipped for all our needs. A real gem that I would recommend without hesitation to anyone needing a spacious and comfortable retreat.

"
408,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Apr 8, 2013",5/5,Austin,"My family and I made a recent visit to Austin to see our daughter. We stayed in this home and were so pleased. We had small children with us and it was very accomodating. I would recommend this home to anyone who will be visiting Austin in the near future. We will certainly be returning and hope this property is available again.

"
409,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Jan 9, 2013",4/5,Family Christmas stay,"This was a beautiful, well kept and furnished heritage home. Great large yard and patio. excellent location and neighborhood, near university and good walk or run to downtown.

Family stay was ideal with lots of room for different people to do their thing or all meet together. well equipped kitchen. Easy parking. Safe.

Owner was very helpful in getting problem fixed as fast as possible in middle of Christmas holidays

Would highly recommend this for vacation or longer stay.

"
410,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Jun 8, 2012",5/5,"Beautiful home, great hosts","My family stayed here for several nights in May, with our newborn baby. Allison and Jay were very kind in answering our questions in advance and were quick to do so. The house itself was spacious and beautiful, not to mention comfortable. Even though it was hot outside, we enjoyed a lot of time in the gardens admiring the live oaks.

We loved this place and will be happy to come back again soon. Thanks to Allison and Jay for making this such a great experience for our family!

"
411,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Apr 11, 2012",5/5,Lovely house - worth the money,"Lovely home, well maintained, great location, nice grounds. Owners were extremely responsive and helpful.

Only downsides were small bathrooms and not a ton of stuff in walking distance.

Overall, a great house, a fantastic experience and definitely worth the money.

"
412,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Sep 13, 2011",5/5,Charming house!,"We just returned from a magical trip to Austin. This craftsman jewel has been elegantly restored and well loved. From the well detailed and nicely appointed interior to the fabulous garden and outdoor living spaces; we so enjoyed the house's charm and old soul. It made for a backdrop of a wonderful stay and the perfect home away from home! We'd highly recommend the property; it was delightful and the owners were gracious and welcoming.

"
413,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Aug 29, 2011",5/5,Truly enjoyable experience!,"We were able to rent this home due to the recommendation of some friends who had stayed her previously and it really was everything they had said it would be and more! We loved the quaint neighborhood, the landscaping that made you feel secluded, the proximity to the college where my daughter was swimming in a meet, and the space we enjoyed while experiencing Austin. The home was VERY clean, BEAUTIFUL, and we enjoyed patio time even in the hot Texas weather! We grilled out one evening using their grill with ease, and my kids really enjoyed the LEGOS! Thanks to the Allisons for such a wonderful experience. If you are looking to be close to everything but want to be ""away"" from it all, this is the place for you!

"
414,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Aug 12, 2011",5/5,Amazing house and great location!,"This Craftsman jewel is perfectly restored. No details we're overlooked; the pictures simply do not do it justice. We enjoyed its perfect location as first-time visitors to Austin. If we have the opportunity to return for future visits, we will check availability here first! In the meantime, both the Nashville and Phoenix-based parts of our family will be giving positive recommendations to anyone heading to Austin. A pleasure to have had the privilege of staying here!

"
